Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
barr,2010,8-Jun-10,brw6,h2,0,0,100,100,rdugan,NA
barr,2010,8-Jun-10,brw6,h4,80,0,20,100,rdugan,NA
barr,2010,8-Jun-10,brw6,h6,50,0,50,100,rdugan,NA
barr,2010,8-Jun-10,brw6,h10,90,0,10,100,rdugan,NA
barr,2010,8-Jun-10,brw6,j2,0,0,100,100,rdugan,NA
barr,2010,8-Jun-10,brw6,j4,0,0,100,100,rdugan,NA
barr,2010,8-Jun-10,brw6,j8,90,0,10,100,rdugan,NA
barr,2010,8-Jun-10,brw6,l2,0,0,100,100,rdugan,NA
barr,2010,8-Jun-10,brw6,l4,0,0,100,100,rdugan,NA
barr,2010,8-Jun-10,brw6,l6,0,0,100,100,rdugan,NA
barr,2010,8-Jun-10,brw6,l8,80,0,20,100,rdugan,NA
barr,2010,8-Jun-10,brw8,b4,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,b6,95,0,5,100,adoll,NA
barr,2010,8-Jun-10,brw8,b8,60,0,40,100,adoll,NA
barr,2010,8-Jun-10,brw8,b10,85,0,15,100,adoll,NA
barr,2010,8-Jun-10,brw8,d2,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,d4,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,d8,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,d10,80,0,20,100,adoll,NA
barr,2010,8-Jun-10,brw8,d12,20,0,80,100,adoll,NA
barr,2010,8-Jun-10,brw8,f6,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,f8,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,f10,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,f12,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,h10,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,j8,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,j10,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,j12,70,0,30,100,adoll,NA
barr,2010,8-Jun-10,brw8,l2,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,l4,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,l6,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,l10,90,0,10,100,adoll,NA
barr,2010,8-Jun-10,brw8,l12,70,0,30,100,adoll,NA
barr,2010,10-Jun-10,brw1,j2,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw1,l2,70,0,30,100,adoll,NA
barr,2010,10-Jun-10,brw2,b2,80,0,20,100,adoll,NA
barr,2010,10-Jun-10,brw2,b4,60,0,40,100,adoll,NA
barr,2010,10-Jun-10,brw2,b6,60,0,40,100,adoll,NA
barr,2010,10-Jun-10,brw2,b8,80,0,20,100,adoll,NA
barr,2010,10-Jun-10,brw2,b10,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw2,b12,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw2,d6,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw2,d8,80,0,20,100,adoll,NA
barr,2010,10-Jun-10,brw2,d10,80,0,20,100,adoll,NA
barr,2010,10-Jun-10,brw2,d12,80,0,20,100,adoll,NA
barr,2010,10-Jun-10,brw2,f2,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw2,f4,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw2,f6,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw2,f8,70,0,30,100,adoll,NA
barr,2010,10-Jun-10,brw2,f10,50,0,50,100,adoll,NA
barr,2010,10-Jun-10,brw2,f12,55,0,45,100,adoll,NA
barr,2010,10-Jun-10,brw2,h2,80,0,20,100,adoll,NA
barr,2010,10-Jun-10,brw2,h4,80,0,20,100,adoll,NA
barr,2010,10-Jun-10,brw2,h6,80,0,20,100,adoll,NA
barr,2010,10-Jun-10,brw2,h8,70,0,30,100,adoll,NA
barr,2010,10-Jun-10,brw2,h10,50,0,50,100,adoll,NA
barr,2010,10-Jun-10,brw2,h12,85,0,15,100,adoll,NA
barr,2010,10-Jun-10,brw2,j4,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw2,j6,90,0,10,100,adoll,NA
barr,2010,10-Jun-10,brw2,j8,60,0,40,100,adoll,NA
barr,2010,10-Jun-10,brw2,j10,60,0,40,100,adoll,NA
barr,2010,10-Jun-10,brw2,l4,85,0,15,100,adoll,NA
barr,2010,10-Jun-10,brw2,l6,60,0,40,100,adoll,NA
barr,2010,10-Jun-10,brw2,l8,50,0,50,100,adoll,NA
barr,2010,10-Jun-10,brw2,l12,85,0,15,100,adoll,NA
barr,2010,10-Jun-10,brw3,b12,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw3,d2,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw3,d4,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw3,d6,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw3,d8,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw3,d12,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw3,f4,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw3,f6,70,0,30,100,rdugan,NA
barr,2010,10-Jun-10,brw3,h6,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw3,j6,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw3,j12,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw3,l8,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,b8,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,b10,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,d6,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,d8,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,d10,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,f4,60,0,40,100,rdugan,NA
barr,2010,10-Jun-10,brw5,f6,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw5,f8,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw5,f10,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,h2,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,h6,70,0,30,100,rdugan,NA
barr,2010,10-Jun-10,brw5,h12,60,0,40,100,rdugan,NA
barr,2010,10-Jun-10,brw5,j2,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw5,j4,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,j6,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw5,j8,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw5,j10,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw5,j12,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,l2,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw5,l6,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw5,l8,80,0,20,100,rdugan,NA
barr,2010,10-Jun-10,brw5,l10,90,0,10,100,rdugan,NA
barr,2010,10-Jun-10,brw6,d2,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,d4,10,0,90,100,bhill,NA
barr,2010,10-Jun-10,brw6,d10,90,0,10,100,bhill,NA
barr,2010,10-Jun-10,brw6,d12,90,0,10,100,bhill,NA
barr,2010,10-Jun-10,brw6,f2,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,f4,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,f6,90,0,10,100,bhill,NA
barr,2010,10-Jun-10,brw6,h2,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,h4,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,h6,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,h12,90,0,10,100,bhill,NA
barr,2010,10-Jun-10,brw6,j2,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,j4,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,j6,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,j8,40,0,60,100,bhill,NA
barr,2010,10-Jun-10,brw6,l2,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,l4,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,l6,0,0,100,100,bhill,NA
barr,2010,10-Jun-10,brw6,l8,50,0,50,100,bhill,NA
barr,2010,10-Jun-10,brw8,b2,30,0,70,100,abankert,NA
barr,2010,10-Jun-10,brw8,b4,60,0,40,100,abankert,NA
barr,2010,10-Jun-10,brw8,b6,30,0,70,100,abankert,NA
barr,2010,10-Jun-10,brw8,b8,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,b10,30,0,70,100,abankert,NA
barr,2010,10-Jun-10,brw8,b12,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,d2,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,d4,80,0,20,100,abankert,NA
barr,2010,10-Jun-10,brw8,d6,90,0,10,100,abankert,NA
barr,2010,10-Jun-10,brw8,d8,50,0,50,100,abankert,NA
barr,2010,10-Jun-10,brw8,d10,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,d12,0,0,100,100,abankert,NA
barr,2010,10-Jun-10,brw8,f2,90,0,10,100,abankert,NA
barr,2010,10-Jun-10,brw8,f4,20,0,80,100,abankert,NA
barr,2010,10-Jun-10,brw8,f6,50,0,50,100,abankert,NA
barr,2010,10-Jun-10,brw8,f8,30,0,70,100,abankert,NA
barr,2010,10-Jun-10,brw8,f10,30,0,70,100,abankert,NA
barr,2010,10-Jun-10,brw8,f12,30,0,70,100,abankert,NA
barr,2010,10-Jun-10,brw8,h2,40,0,60,100,abankert,NA
barr,2010,10-Jun-10,brw8,h4,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,h6,50,0,50,100,abankert,NA
barr,2010,10-Jun-10,brw8,h8,40,0,60,100,abankert,NA
barr,2010,10-Jun-10,brw8,h10,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,h12,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,j2,40,0,60,100,abankert,NA
barr,2010,10-Jun-10,brw8,j4,60,0,40,100,abankert,NA
barr,2010,10-Jun-10,brw8,j6,60,0,40,100,abankert,NA
barr,2010,10-Jun-10,brw8,j8,20,0,80,100,abankert,NA
barr,2010,10-Jun-10,brw8,j10,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,j12,10,0,90,100,abankert,NA
barr,2010,10-Jun-10,brw8,l2,70,0,30,100,abankert,NA
barr,2010,10-Jun-10,brw8,l4,40,0,60,100,abankert,NA
barr,2010,10-Jun-10,brw8,l6,60,0,40,100,abankert,NA
barr,2010,10-Jun-10,brw8,l8,40,0,60,100,abankert,NA
barr,2010,10-Jun-10,brw8,l10,50,0,50,100,abankert,NA
barr,2010,10-Jun-10,brw8,l12,20,0,80,100,abankert,NA
barr,2010,12-Jun-10,brw1,b8,90,0,10,100,rdugan,NA
barr,2010,12-Jun-10,brw1,h6,90,0,10,100,rdugan,NA
barr,2010,12-Jun-10,brw1,h10,90,0,10,100,rdugan,NA
barr,2010,12-Jun-10,brw1,j2,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw1,j4,90,0,10,100,rdugan,NA
barr,2010,12-Jun-10,brw1,j6,90,0,10,100,rdugan,NA
barr,2010,12-Jun-10,brw1,l2,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw1,l4,90,0,10,100,rdugan,NA
barr,2010,12-Jun-10,brw2,b2,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw2,b4,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,b6,40,0,60,100,rdugan,NA
barr,2010,12-Jun-10,brw2,b8,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw2,b10,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,b12,80,0,20,100,rdugan,NA
barr,2010,12-Jun-10,brw2,d2,80,0,20,100,rdugan,NA
barr,2010,12-Jun-10,brw2,d4,80,0,20,100,rdugan,NA
barr,2010,12-Jun-10,brw2,d6,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw2,d8,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,d10,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,d12,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,f2,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw2,f4,80,0,20,100,rdugan,NA
barr,2010,12-Jun-10,brw2,f6,70,0,30,100,rdugan,NA
barr,2010,12-Jun-10,brw2,f8,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,f10,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,f12,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw2,h2,70,0,30,100,rdugan,NA
barr,2010,12-Jun-10,brw2,h4,70,0,30,100,rdugan,NA
barr,2010,12-Jun-10,brw2,h6,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw2,h8,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,h10,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,h12,80,0,20,100,rdugan,NA
barr,2010,12-Jun-10,brw2,j2,80,0,20,100,rdugan,NA
barr,2010,12-Jun-10,brw2,j4,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw2,j6,70,0,30,100,rdugan,NA
barr,2010,12-Jun-10,brw2,j8,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,j10,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw2,j12,70,0,30,100,rdugan,NA
barr,2010,12-Jun-10,brw2,l2,80,0,20,100,rdugan,NA
barr,2010,12-Jun-10,brw2,l4,80,0,20,100,rdugan,NA
barr,2010,12-Jun-10,brw2,l6,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,l8,50,0,50,100,rdugan,NA
barr,2010,12-Jun-10,brw2,l12,60,0,40,100,rdugan,NA
barr,2010,12-Jun-10,brw3,b6,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw3,b10,50,0,50,100,abankert,NA
barr,2010,12-Jun-10,brw3,b12,60,0,40,100,abankert,NA
barr,2010,12-Jun-10,brw3,d8,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw3,d10,50,0,50,100,abankert,NA
barr,2010,12-Jun-10,brw3,d12,60,0,40,100,abankert,NA
barr,2010,12-Jun-10,brw3,f4,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw3,f6,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw3,f10,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw3,h6,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw3,j6,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw3,j8,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw3,j12,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw3,l6,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw3,l8,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw3,l12,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw5,b10,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,b12,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw5,d6,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw5,d8,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw5,d10,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,d12,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,f2,10,0,90,100,abankert,NA
barr,2010,12-Jun-10,brw5,f4,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw5,f6,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw5,f8,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw5,f10,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,f12,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw5,h2,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw5,h6,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,h8,40,0,60,100,abankert,NA
barr,2010,12-Jun-10,brw5,h10,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,h12,50,0,50,100,abankert,NA
barr,2010,12-Jun-10,brw5,j2,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw5,j4,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,j6,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,j8,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw5,j10,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw5,j12,80,0,20,100,abankert,NA
barr,2010,12-Jun-10,brw5,l2,30,0,70,100,abankert,NA
barr,2010,12-Jun-10,brw5,l4,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw5,l6,60,0,40,100,abankert,NA
barr,2010,12-Jun-10,brw5,l8,70,0,30,100,abankert,NA
barr,2010,12-Jun-10,brw5,l10,50,0,50,100,abankert,NA
barr,2010,12-Jun-10,brw5,l12,90,0,10,100,abankert,NA
barr,2010,12-Jun-10,brw6,b2,90,0,10,100,myang,NA
barr,2010,12-Jun-10,brw6,b4,50,0,50,100,myang,NA
barr,2010,12-Jun-10,brw6,b10,50,0,50,100,myang,NA
barr,2010,12-Jun-10,brw6,d2,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,d4,90,0,10,100,myang,NA
barr,2010,12-Jun-10,brw6,d6,90,0,10,100,myang,NA
barr,2010,12-Jun-10,brw6,d10,50,0,50,100,myang,NA
barr,2010,12-Jun-10,brw6,d12,70,0,30,100,myang,NA
barr,2010,12-Jun-10,brw6,f2,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,f4,70,0,30,100,myang,NA
barr,2010,12-Jun-10,brw6,f6,40,0,60,100,myang,NA
barr,2010,12-Jun-10,brw6,f8,60,0,40,100,myang,NA
barr,2010,12-Jun-10,brw6,f10,60,0,40,100,myang,NA
barr,2010,12-Jun-10,brw6,f12,70,0,30,100,myang,NA
barr,2010,12-Jun-10,brw6,h2,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,h4,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,h6,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,h8,90,0,10,100,myang,NA
barr,2010,12-Jun-10,brw6,j2,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,j4,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,j6,50,0,50,100,myang,NA
barr,2010,12-Jun-10,brw6,j8,70,0,30,100,myang,NA
barr,2010,12-Jun-10,brw6,l2,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,l4,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,l6,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw6,l8,20,0,80,100,myang,NA
barr,2010,12-Jun-10,brw8,b2,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw8,b4,30,0,70,100,myang,NA
barr,2010,12-Jun-10,brw8,b6,40,0,60,100,myang,NA
barr,2010,12-Jun-10,brw8,b8,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,b10,30,0,70,100,myang,NA
barr,2010,12-Jun-10,brw8,b12,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw8,d4,80,0,20,100,myang,NA
barr,2010,12-Jun-10,brw8,d6,50,0,50,100,myang,NA
barr,2010,12-Jun-10,brw8,d8,20,0,80,100,myang,NA
barr,2010,12-Jun-10,brw8,d10,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw8,d12,0,0,100,100,myang,NA
barr,2010,12-Jun-10,brw8,f2,30,0,70,100,myang,ice/water
barr,2010,12-Jun-10,brw8,f4,30,0,70,100,myang,ice/water
barr,2010,12-Jun-10,brw8,f6,30,0,70,100,myang,ice/water
barr,2010,12-Jun-10,brw8,f8,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,f10,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,f12,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,h2,50,0,50,100,myang,NA
barr,2010,12-Jun-10,brw8,h4,50,0,50,100,myang,NA
barr,2010,12-Jun-10,brw8,h6,50,0,50,100,myang,NA
barr,2010,12-Jun-10,brw8,h8,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,h10,20,0,80,100,myang,NA
barr,2010,12-Jun-10,brw8,h12,30,0,70,100,myang,NA
barr,2010,12-Jun-10,brw8,j2,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,j4,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,j6,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,j8,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,j10,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,j12,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,l2,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,l4,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,l6,30,0,70,100,myang,NA
barr,2010,12-Jun-10,brw8,l8,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,l10,10,0,90,100,myang,NA
barr,2010,12-Jun-10,brw8,l12,10,0,90,100,myang,NA
barr,2010,14-Jun-10,brw1,b2,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,b6,80,0,20,100,myang,NA
barr,2010,14-Jun-10,brw1,b8,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,b10,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,b12,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,d2,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,d4,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,d6,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,d8,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,h6,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,h10,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,h12,90,0,10,100,myang,NA
barr,2010,14-Jun-10,brw1,j2,50,0,50,100,myang,NA
